DDCTransactionId92E2BC0B4C83FA02F86604BCFE291E90_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2016.01.13-20.55.27, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=2.187699ms, RunGuid=RunIDEA084A6C48745E3FFDBDBC9D8CC683E2
DDCTransactionIdB974DCB34B1BA10F4A5799B44BF1772E_0, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_5216118D4EACC7D4064ADCBA89F7720__4776B6E2E6502A15BA73B7522CDBB3F8E50002AD, StartTime=2016.01.13-20.55.28, HierarchicalDDC, DataSize=22665 bytes, Retrieved=true, Duration=0.049967ms, RunGuid=RunIDEA084A6C48745E3FFDBDBC9D8CC683E2
DDCTransactionIdB974DCB34B1BA10F4A5799B44BF1772E_1, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_5216118D4EACC7D4064ADCBA89F7720__66F5A912C12ECCBFC7828C141D8C68C1A07C0A15, StartTime=2016.01.13-20.55.28, HierarchicalDDC, Duration=0.024486ms, RunGuid=RunIDEA084A6C48745E3FFDBDBC9D8CC683E2
DDCTransactionIdB974DCB34B1BA10F4A5799B44BF1772E_2, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_25CD52414339E18173E25F9FE28E6F7__E382EECA4C24A5DC232BE9247DC197F6B8DC702B, StartTime=2016.01.13-20.55.28, HierarchicalDDC, DataSize=22958 bytes, Retrieved=true, Duration=0.043351ms, RunGuid=RunIDEA084A6C48745E3FFDBDBC9D8CC683E2
DDCTransactionIdB974DCB34B1BA10F4A5799B44BF1772E_3, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_25CD52414339E18173E25F9FE28E6F7__67B45977DAEC48FA9C18EFBA3BE582AF431E813E, StartTime=2016.01.13-20.55.28, HierarchicalDDC, Duration=0.015222ms, RunGuid=RunIDEA084A6C48745E3FFDBDBC9D8CC683E2
DDCTransactionIdB974DCB34B1BA10F4A5799B44BF1772E_4, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_25CD52414339E18173E25F9FE28E6F7__1380E9E5B67F360AFCB4C5A6C93158D79092F47B, StartTime=2016.01.13-20.55.28, HierarchicalDDC, Duration=0.014558ms, RunGuid=RunIDEA084A6C48745E3FFDBDBC9D8CC683E2
DDCTransactionIdB974DCB34B1BA10F4A5799B44BF1772E_5, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_222D3F804EB4AB5DA9BDE2BAE545EEF__18DD853840B0F872014C7A0CC5CED56A7A5D3CC6, StartTime=2016.01.13-20.55.28, HierarchicalDDC, DataSize=22665 bytes, Retrieved=true, Duration=0.049308ms, RunGuid=RunIDEA084A6C48745E3FFDBDBC9D8CC683E2
DDCTransactionIdB974DCB34B1BA10F4A5799B44BF1772E_6, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_222D3F804EB4AB5DA9BDE2BAE545EEF__752C88E79A6EEA422A7F7F21AFBC340AAA71BCC3, StartTime=2016.01.13-20.55.28, HierarchicalDDC, Duration=0.018533ms, RunGuid=RunIDEA084A6C48745E3FFDBDBC9D8CC683E2
DDCTransactionIdB974DCB34B1BA10F4A5799B44BF1772E_7, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_89A4A1B64CC9699371EF9AABCB127__761A5490E51E8BC304AADFB493900B1523AD09CF, StartTime=2016.01.13-20.55.28, HierarchicalDDC, DataSize=3270 bytes, Retrieved=true, Duration=0.052616ms, RunGuid=RunIDEA084A6C48745E3FFDBDBC9D8CC683E2
DDCTransactionIdB974DCB34B1BA10F4A5799B44BF1772E_8, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C1DF83684CF68DAB197F4785361F5__E54ACD4270C98C672E017FC37F0607C2A873A36F, StartTime=2016.01.13-20.55.28, HierarchicalDDC, DataSize=3565 bytes, Retrieved=true, Duration=0.036068ms, RunGuid=RunIDEA084A6C48745E3FFDBDBC9D8CC683E2
DDCTransactionIdB974DCB34B1BA10F4A5799B44BF1772E_9, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C1DF83684CF68DAB197F4785361F5__93D16C78FFABBF25A8FB7F44F21B69B0390FF3A3, StartTime=2016.01.13-20.55.28, HierarchicalDDC, Duration=0.015553ms, RunGuid=RunIDEA084A6C48745E3FFDBDBC9D8CC683E2
DDCTransactionId92E2BC0B4C83FA02F86604BCFE291E90_1, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_CA__2D8B2483DC0CF9D0E3709FFF081377CAF394F574, StartTime=2016.01.13-20.55.28, HierarchicalDDC, DataSize=1817 bytes, Retrieved=true, Duration=0.035409ms, RunGuid=RunIDEA084A6C48745E3FFDBDBC9D8CC683E2
DDCTransactionId92E2BC0B4C83FA02F86604BCFE291E90_2, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_97A0BECC4C251FC1E__76A39A91F9F928692A60BFE83F4D5BEBD7CD567D, StartTime=2016.01.13-20.55.28, HierarchicalDDC, DataSize=829 bytes, Retrieved=true, Duration=0.030112ms, RunGuid=RunIDEA084A6C48745E3FFDBDBC9D8CC683E2
DDCTransactionId92E2BC0B4C83FA02F86604BCFE291E90_3, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_97A0BECC4C251FC1EC8CB3B8C9097E6__412433F973340BC04B876D599045FC9FCDB5D22F, StartTime=2016.01.13-20.55.28, HierarchicalDDC, DataSize=1722 bytes, Retrieved=true, Duration=0.034418ms, RunGuid=RunIDEA084A6C48745E3FFDBDBC9D8CC683E2
DDCTransactionId92E2BC0B4C83FA02F86604BCFE291E90_4, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_28__25E53BC5B4A2F3BD17C0DA95F99FAA5E7B2F3158, StartTime=2016.01.13-20.55.28, HierarchicalDDC, DataSize=289433 bytes, Retrieved=true, Duration=0.209801ms, RunGuid=RunIDEA084A6C48745E3FFDBDBC9D8CC683E2
DDCTransactionId92E2BC0B4C83FA02F86604BCFE291E90_5, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_FC4B961048D22E2EF__040731B918ED5216CA40AAA55888B1F7920613A0, StartTime=2016.01.13-20.55.28, HierarchicalDDC, DataSize=5893 bytes, Retrieved=true, Duration=0.037726ms, RunGuid=RunIDEA084A6C48745E3FFDBDBC9D8CC683E2
DDCTransactionId92E2BC0B4C83FA02F86604BCFE291E90_6, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_FC4B961048D22E2EF4F1078C8C18684__BB6BCFBC71B608DB753E9345E246B9369403EF1E, StartTime=2016.01.13-20.55.28, HierarchicalDDC, DataSize=109684 bytes, Retrieved=true, Duration=0.105564ms, RunGuid=RunIDEA084A6C48745E3FFDBDBC9D8CC683E2
DDCTransactionId92E2BC0B4C83FA02F86604BCFE291E90_7, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_38__87168EAEAC2CB19EC343FA73D9692813EAD3074D, StartTime=2016.01.13-20.55.28, HierarchicalDDC, DataSize=2858 bytes, Retrieved=true, Duration=0.038721ms, RunGuid=RunIDEA084A6C48745E3FFDBDBC9D8CC683E2
DDCTransactionId92E2BC0B4C83FA02F86604BCFE291E90_8, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_F52EBC934853577C3__82325060189741FCF65AA647E6F91C1DCDC17A67, StartTime=2016.01.13-20.55.28, HierarchicalDDC, DataSize=394 bytes, Retrieved=true, Duration=0.029780ms, RunGuid=RunIDEA084A6C48745E3FFDBDBC9D8CC683E2
DDCTransactionId92E2BC0B4C83FA02F86604BCFE291E90_9, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_F52EBC934853577C3C5DC087E230336__4545BA028233B70D31CAC737DC5B3993A6C9FF5C, StartTime=2016.01.13-20.55.28, HierarchicalDDC, DataSize=1177 bytes, Retrieved=true, Duration=0.031438ms, RunGuid=RunIDEA084A6C48745E3FFDBDBC9D8CC683E2
DDCTransactionId92E2BC0B4C83FA02F86604BCFE291E90_10, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_4A__C65126F8420E62B7B09041A168FBC29EE2652E09, StartTime=2016.01.13-20.55.28, HierarchicalDDC, DataSize=36409 bytes, Retrieved=true, Duration=0.045996ms, RunGuid=RunIDEA084A6C48745E3FFDBDBC9D8CC683E2
DDCTransactionId92E2BC0B4C83FA02F86604BCFE291E90_11, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_B40300C148ACE302C__0182E0F84FB20D0EF55A2C735EA37FB96063DB52, StartTime=2016.01.13-20.55.28, HierarchicalDDC, DataSize=1309 bytes, Retrieved=true, Duration=0.031106ms, RunGuid=RunIDEA084A6C48745E3FFDBDBC9D8CC683E2
DDCTransactionId92E2BC0B4C83FA02F86604BCFE291E90_12, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_B40300C148ACE302C10B02B68CF41F0__5FDEC8BC479BB1944D9EFBCF74615B58548CA377, StartTime=2016.01.13-20.55.28, HierarchicalDDC, DataSize=12030 bytes, Retrieved=true, Duration=0.040371ms, RunGuid=RunIDEA084A6C48745E3FFDBDBC9D8CC683E2
